2019-12-06 16:58:20 INFO  Car - Speed:   0.0; Angle:   EAST; Position:   2,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 1000.0; Tile: START
2019-12-06 16:58:21 INFO  Car - Speed:   1.0; Angle:   EAST; Position:   3,3; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 999.0; Tile: ROAD
2019-12-06 16:58:21 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   3,4; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 998.0; Tile: ROAD
2019-12-06 16:58:21 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   3,5; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 997.0; Tile: ROAD
2019-12-06 16:58:21 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   3,6; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 996.0; Tile: ROAD
2019-12-06 16:58:22 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   3,7; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 995.0; Tile: ROAD
2019-12-06 16:58:22 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   3,8; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 994.0; Tile: ROAD
2019-12-06 16:58:22 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:   3,9; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 993.0; Tile: ROAD
2019-12-06 16:58:22 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  3,10; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 992.0; Tile: ROAD
2019-12-06 16:58:23 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  3,11; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 991.0; Tile: ROAD
2019-12-06 16:58:23 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  3,12; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 990.0; Tile: ROAD
2019-12-06 16:58:23 INFO  Car - Speed:   1.0; Angle:  NORTH; Position:  3,13; Parcels:      0; Health: 200.0; Health Usage: 200.0; Fuel: 989.0; Tile: ROAD
